meeting_id,theme,evidence_count,is_primary
01KQ3CE40428CCC5FF433FFC,Product Feedback / Feature Gaps / Roadmap,7,False
01KQ3CE40428CCC5FF433FFC,Customer Retention / Renewal / Commercial Risk,4,False
01KQ3D8C1EF16C042F31FAFD,Customer Retention / Renewal / Commercial Risk,5,True
01KQ3D8C1EF16C042F31FAFD,Compliance / Audit / Security Assurance,4,False
01KQ3D8C1EF16C042F31FAFD,Reliability / Incidents / Outages,3,False
01KQ3D8C1EF16C042F31FAFD,Product Feedback / Feature Gaps / Roadmap,3,False
01KQ3D8C1EF16C042F31FAFD,Support / Customer Escalation,1,False
01KQ3D8C1EF16C042F31FAFD,Implementation / Onboarding / Adoption,1,False
01KQ3F90FF9EBC3DB3632514,Internal Engineering / Planning / Execution,5,False
01KQ3F90FF9EBC3DB3632514,Identity / Access / Security Controls,9,True
01KQ3F90FF9EBC3DB3632514,Implementation / Onboarding / Adoption,3,False
01KQ3F90FF9EBC3DB3632514,Reliability / Incidents / Outages,2,False
01KQ3F90FF9EBC3DB3632514,Support / Customer Escalation,3,False
01KQ3F90FF9EBC3DB3632514,Product Feedback / Feature Gaps / Roadmap,2,False
01KQ410FB7E434BA3F99EE7D,Customer Retention / Renewal / Commercial Risk,5,True
01KQ410FB7E434BA3F99EE7D,Compliance / Audit / Security Assurance,1,False
01KQ410FB7E434BA3F99EE7D,Reliability / Incidents / Outages,1,False
01KQ410FB7E434BA3F99EE7D,Product Feedback / Feature Gaps / Roadmap,2,False
01KQ41FB5CCFD9EA583FB020,Compliance / Audit / Security Assurance,2,True
01KQ41FB5CCFD9EA583FB020,Customer Retention / Renewal / Commercial Risk,2,False
01KQ41FB5CCFD9EA583FB020,Reliability / Incidents / Outages,1,False
01KQ41FB5CCFD9EA583FB020,Support / Customer Escalation,1,False
01KQ41FB5CCFD9EA583FB020,Identity / Access / Security Controls,2,False
01KQ445B1B5B890316C9E300,Reliability / Incidents / Outages,5,True
01KQ445B1B5B890316C9E300,Compliance / Audit / Security Assurance,2,False
01KQ445B1B5B890316C9E300,Support / Customer Escalation,3,False
01KQ445B1B5B890316C9E300,Product Feedback / Feature Gaps / Roadmap,2,False
01KQ445B1B5B890316C9E300,Implementation / Onboarding / Adoption,1,False
01KQ4529010F423FD9DB40BD,Customer Retention / Renewal / Commercial Risk,4,False
01KQ4529010F423FD9DB40BD,Reliability / Incidents / Outages,5,True
01KQ4529010F423FD9DB40BD,Product Feedback / Feature Gaps / Roadmap,2,False
01KQ4529010F423FD9DB40BD,Support / Customer Escalation,1,False
01KQ45C0AD36B351A3571940,Compliance / Audit / Security Assurance,8,True
01KQ45C0AD36B351A3571940,Product Feedback / Feature Gaps / Roadmap,5,False
01KQ45C0AD36B351A3571940,Implementation / Onboarding / Adoption,1,False
01KQ45C0AD36B351A3571940,Customer Retention / Renewal / Commercial Risk,1,False
01KQ45C0AD36B351A3571940,Support / Customer Escalation,1,False
01KQ45C76AF3AEA6B3EA6697,Customer Retention / Renewal / Commercial Risk,7,True
01KQ45C76AF3AEA6B3EA6697,Reliability / Incidents / Outages,4,False
01KQ45C76AF3AEA6B3EA6697,Compliance / Audit / Security Assurance,5,False
01KQ45C76AF3AEA6B3EA6697,Product Feedback / Feature Gaps / Roadmap,3,False
01KQ45C76AF3AEA6B3EA6697,Support / Customer Escalation,1,False
01KQ45F6F7349D0A620571F1,Customer Retention / Renewal / Commercial Risk,7,True
01KQ45F6F7349D0A620571F1,Reliability / Incidents / Outages,4,False
01KQ45F6F7349D0A620571F1,Compliance / Audit / Security Assurance,1,False
01KQ45F6F7349D0A620571F1,Product Feedback / Feature Gaps / Roadmap,1,False
01KQ46A9DE0AECB006D897A0,Reliability / Incidents / Outages,8,True
01KQ46A9DE0AECB006D897A0,Support / Customer Escalation,3,False
01KQ46A9DE0AECB006D897A0,Internal Engineering / Planning / Execution,2,False
01KQ46A9DE0AECB006D897A0,Customer Retention / Renewal / Commercial Risk,3,False
01KQ46A9DE0AECB006D897A0,Compliance / Audit / Security Assurance,1,False
01KQ4D01DCB15C69672AB5AF,Implementation / Onboarding / Adoption,2,False
01KQ4D01DCB15C69672AB5AF,Compliance / Audit / Security Assurance,3,True
01KQ4D01DCB15C69672AB5AF,Support / Customer Escalation,1,False
01KQ4D504CE09A8F6ECA1F5A,Identity / Access / Security Controls,7,True
01KQ4D504CE09A8F6ECA1F5A,Product Feedback / Feature Gaps / Roadmap,2,False
01KQ4D504CE09A8F6ECA1F5A,Implementation / Onboarding / Adoption,2,False
01KQ4D504CE09A8F6ECA1F5A,Internal Engineering / Planning / Execution,5,False
01KQ4D504CE09A8F6ECA1F5A,Reliability / Incidents / Outages,1,False
01KQ4D504CE09A8F6ECA1F5A,Support / Customer Escalation,1,False
01KQ4D71CDFB1045A2458216,Customer Retention / Renewal / Commercial Risk,5,True
01KQ4D71CDFB1045A2458216,Compliance / Audit / Security Assurance,1,False
01KQ4D71CDFB1045A2458216,Reliability / Incidents / Outages,3,False
01KQ4D71CDFB1045A2458216,Product Feedback / Feature Gaps / Roadmap,2,False
01KQ4D71CDFB1045A2458216,Identity / Access / Security Controls,2,False
01KQ4D71CDFB1045A2458216,Internal Engineering / Planning / Execution,1,False
01KQ4EE836687F95080D92AB,Internal Engineering / Planning / Execution,6,True
01KQ4EE836687F95080D92AB,Reliability / Incidents / Outages,3,False
01KQ4EE836687F95080D92AB,Support / Customer Escalation,1,False
01KQ4EE836687F95080D92AB,Product Feedback / Feature Gaps / Roadmap,2,False
01KQ51DC4345D9DAE005678C,Compliance / Audit / Security Assurance,5,False
01KQ51DC4345D9DAE005678C,Product Feedback / Feature Gaps / Roadmap,10,True
01KQ51DC4345D9DAE005678C,Customer Retention / Renewal / Commercial Risk,2,False
01KQ51DC4345D9DAE005678C,Identity / Access / Security Controls,1,False
01KQ54917E3931712516916D,Compliance / Audit / Security Assurance,7,True
01KQ54917E3931712516916D,Product Feedback / Feature Gaps / Roadmap,3,False
01KQ54917E3931712516916D,Implementation / Onboarding / Adoption,4,False
01KQ54917E3931712516916D,Support / Customer Escalation,2,False
01KQ54917E3931712516916D,Reliability / Incidents / Outages,1,False
01KQ560FF1570C5E7F71D752,Implementation / Onboarding / Adoption,2,False
01KQ560FF1570C5E7F71D752,Reliability / Incidents / Outages,2,False
01KQ560FF1570C5E7F71D752,Compliance / Audit / Security Assurance,1,False
01KQ560FF1570C5E7F71D752,Product Feedback / Feature Gaps / Roadmap,3,True
01KQ56786DD1E8A1BF174FDD,Compliance / Audit / Security Assurance,2,False
01KQ56786DD1E8A1BF174FDD,Product Feedback / Feature Gaps / Roadmap,4,True
01KQ56786DD1E8A1BF174FDD,Support / Customer Escalation,1,False
01KQ56786DD1E8A1BF174FDD,Implementation / Onboarding / Adoption,1,False
01KQ56786DD1E8A1BF174FDD,Customer Retention / Renewal / Commercial Risk,2,False
01KQ56AA6B60801ABC01AB1C,Customer Retention / Renewal / Commercial Risk,3,True
01KQ56AA6B60801ABC01AB1C,Product Feedback / Feature Gaps / Roadmap,3,False
01KQ56AA6B60801ABC01AB1C,Implementation / Onboarding / Adoption,3,False
01KQ56AA6B60801ABC01AB1C,Reliability / Incidents / Outages,3,False
01KQ56AA6B60801ABC01AB1C,Compliance / Audit / Security Assurance,2,False
01KQ56AA6B60801ABC01AB1C,Support / Customer Escalation,1,False
01KQ56D878454E5783DC6D94,Implementation / Onboarding / Adoption,2,False
01KQ56D878454E5783DC6D94,Customer Retention / Renewal / Commercial Risk,3,True
01KQ56D878454E5783DC6D94,Reliability / Incidents / Outages,2,False
01KQ56D878454E5783DC6D94,Support / Customer Escalation,2,False
01KQ5A966832A146DA4B7D41,Identity / Access / Security Controls,3,False
01KQ5A966832A146DA4B7D41,Customer Retention / Renewal / Commercial Risk,4,True
01KQ5A966832A146DA4B7D41,Support / Customer Escalation,2,False
01KQ5A966832A146DA4B7D41,Reliability / Incidents / Outages,1,False
01KQ5AFAE8264DDC0ED2AE7F,Identity / Access / Security Controls,6,True
01KQ5AFAE8264DDC0ED2AE7F,Implementation / Onboarding / Adoption,5,False
01KQ5AFAE8264DDC0ED2AE7F,Compliance / Audit / Security Assurance,4,False
01KQ5AFAE8264DDC0ED2AE7F,Product Feedback / Feature Gaps / Roadmap,2,False
01KQ5BB8521F99E55470206E,Internal Engineering / Planning / Execution,7,True
01KQ5BB8521F99E55470206E,Support / Customer Escalation,3,False
01KQ5BB8521F99E55470206E,Reliability / Incidents / Outages,1,False
01KQ5D47170D4828E89EDE37,Reliability / Incidents / Outages,10,True
01KQ5D47170D4828E89EDE37,Support / Customer Escalation,2,False
01KQ5EC1665DCFD7A6B62A59,Identity / Access / Security Controls,4,False
01KQ5EC1665DCFD7A6B62A59,Product Feedback / Feature Gaps / Roadmap,1,False
01KQ5EC1665DCFD7A6B62A59,Support / Customer Escalation,5,False
01KQ5EC1665DCFD7A6B62A59,Reliability / Incidents / Outages,6,True
01KQ5EC1665DCFD7A6B62A59,Customer Retention / Renewal / Commercial Risk,2,False
01KQ5F364545B542671FF9CE,Identity / Access / Security Controls,10,True
01KQ5F364545B542671FF9CE,Compliance / Audit / Security Assurance,3,False
01KQ5F364545B542671FF9CE,Implementation / Onboarding / Adoption,2,False
01KQ5F364545B542671FF9CE,Product Feedback / Feature Gaps / Roadmap,5,False
01KQ5F364545B542671FF9CE,Customer Retention / Renewal / Commercial Risk,2,False
01KQ5F364545B542671FF9CE,Support / Customer Escalation,1,False
01KQ65D43540846FA994B6C4,Product Feedback / Feature Gaps / Roadmap,5,True
01KQ65D43540846FA994B6C4,Compliance / Audit / Security Assurance,2,False
01KQ65D43540846FA994B6C4,Identity / Access / Security Controls,3,False
01KQ68FB3E9E60C4477CDAB4,Product Feedback / Feature Gaps / Roadmap,4,True
01KQ68FB3E9E60C4477CDAB4,Compliance / Audit / Security Assurance,2,False
01KQ68FB3E9E60C4477CDAB4,Implementation / Onboarding / Adoption,3,False
01KQ68FB3E9E60C4477CDAB4,Internal Engineering / Planning / Execution,2,False
01KQ68FB3E9E60C4477CDAB4,Reliability / Incidents / Outages,2,False
01KQ68FB3E9E60C4477CDAB4,Support / Customer Escalation,1,False
01KQ6A5CEAAFFBE3B0099E75,Reliability / Incidents / Outages,4,False
01KQ6A5CEAAFFBE3B0099E75,Identity / Access / Security Controls,4,False
01KQ6A5CEAAFFBE3B0099E75,Support / Customer Escalation,5,True
01KQ6A5CEAAFFBE3B0099E75,Product Feedback / Feature Gaps / Roadmap,4,False
01KQ6A5CEAAFFBE3B0099E75,Customer Retention / Renewal / Commercial Risk,3,False
01KQ6A5CEAAFFBE3B0099E75,Implementation / Onboarding / Adoption,2,False
01KQ6CAA850EAFDC48B52846,Reliability / Incidents / Outages,4,True
01KQ6CAA850EAFDC48B52846,Compliance / Audit / Security Assurance,1,False
01KQ6CAA850EAFDC48B52846,Customer Retention / Renewal / Commercial Risk,3,False
01KQ6CAA850EAFDC48B52846,Support / Customer Escalation,1,False
01KQ764171AC27A3A94DC695,Reliability / Incidents / Outages,6,True
01KQ764171AC27A3A94DC695,Compliance / Audit / Security Assurance,4,False
01KQ764171AC27A3A94DC695,Customer Retention / Renewal / Commercial Risk,5,False
01KQ764171AC27A3A94DC695,Identity / Access / Security Controls,2,False
01KQ764171AC27A3A94DC695,Product Feedback / Feature Gaps / Roadmap,5,False
01KQ773D68723289E4A98889,Customer Retention / Renewal / Commercial Risk,5,True
01KQ773D68723289E4A98889,Reliability / Incidents / Outages,1,False
01KQ773D68723289E4A98889,Support / Customer Escalation,2,False
01KQ77F2867FC54E13A8C495,Implementation / Onboarding / Adoption,7,True
01KQ77F2867FC54E13A8C495,Internal Engineering / Planning / Execution,2,False
01KQ77F2867FC54E13A8C495,Reliability / Incidents / Outages,5,False
01KQ77F2867FC54E13A8C495,Support / Customer Escalation,2,False
01KQ77F2867FC54E13A8C495,Customer Retention / Renewal / Commercial Risk,2,False
01KQ7B802912366FC0A24D4F,Reliability / Incidents / Outages,4,False
01KQ7B802912366FC0A24D4F,Product Feedback / Feature Gaps / Roadmap,6,True
01KQ7B802912366FC0A24D4F,Compliance / Audit / Security Assurance,1,False
01KQ7B802912366FC0A24D4F,Internal Engineering / Planning / Execution,1,False
01KQ7B802912366FC0A24D4F,Support / Customer Escalation,2,False
01KQ7BF0D56037FF89DC89B6,Reliability / Incidents / Outages,7,True
01KQ7BF0D56037FF89DC89B6,Compliance / Audit / Security Assurance,4,False
01KQ7BF0D56037FF89DC89B6,Customer Retention / Renewal / Commercial Risk,4,False
01KQ7BF0D56037FF89DC89B6,Support / Customer Escalation,2,False
01KQ7F58A2E07B857C24624D,Customer Retention / Renewal / Commercial Risk,4,False
01KQ7F58A2E07B857C24624D,Product Feedback / Feature Gaps / Roadmap,6,True
01KQ7F58A2E07B857C24624D,Implementation / Onboarding / Adoption,3,False
01KQ7F58A2E07B857C24624D,Compliance / Audit / Security Assurance,1,False
01KQ7F58A2E07B857C24624D,Identity / Access / Security Controls,1,False
01KQ7FA71CF70FAFEE4B6251,Customer Retention / Renewal / Commercial Risk,5,True
01KQ7FA71CF70FAFEE4B6251,Reliability / Incidents / Outages,1,False
01KQ7FA71CF70FAFEE4B6251,Compliance / Audit / Security Assurance,1,False
01KQ7FA71CF70FAFEE4B6251,Product Feedback / Feature Gaps / Roadmap,4,False
01KQ85D10E82A26A8F754FB8,Compliance / Audit / Security Assurance,9,True
01KQ85D10E82A26A8F754FB8,Product Feedback / Feature Gaps / Roadmap,5,False
01KQ85D10E82A26A8F754FB8,Identity / Access / Security Controls,1,False
01KQ85D10E82A26A8F754FB8,Support / Customer Escalation,1,False
01KQ88B8EAEAA819C26CCBE7,Reliability / Incidents / Outages,7,False
01KQ88B8EAEAA819C26CCBE7,Compliance / Audit / Security Assurance,8,True
01KQ88B8EAEAA819C26CCBE7,Customer Retention / Renewal / Commercial Risk,3,False
01KQ88B8EAEAA819C26CCBE7,Internal Engineering / Planning / Execution,1,False
01KQ88B8EAEAA819C26CCBE7,Support / Customer Escalation,2,False
01KQ8C5A044F54EE1774D53C,Reliability / Incidents / Outages,7,True
01KQ8C5A044F54EE1774D53C,Customer Retention / Renewal / Commercial Risk,3,False
01KQ8C5A044F54EE1774D53C,Support / Customer Escalation,1,False
01KQ8C5A044F54EE1774D53C,Product Feedback / Feature Gaps / Roadmap,2,False
01KQ8C5A044F54EE1774D53C,Compliance / Audit / Security Assurance,1,False
01KQ8C5A044F54EE1774D53C,Implementation / Onboarding / Adoption,1,False
01KQ8D9A06510DD623EFB1A6,Product Feedback / Feature Gaps / Roadmap,8,True
01KQ8D9A06510DD623EFB1A6,Reliability / Incidents / Outages,2,False
01KQ8D9A06510DD623EFB1A6,Compliance / Audit / Security Assurance,3,False
01KQ8D9A06510DD623EFB1A6,Implementation / Onboarding / Adoption,2,False
01KQ8D9A06510DD623EFB1A6,Customer Retention / Renewal / Commercial Risk,2,False
01KQ92EA85FE4C537400227D,Product Feedback / Feature Gaps / Roadmap,4,True
01KQ92EA85FE4C537400227D,Compliance / Audit / Security Assurance,1,False
01KQ92EA85FE4C537400227D,Identity / Access / Security Controls,1,False
01KQ92EA85FE4C537400227D,Implementation / Onboarding / Adoption,1,False
01KQ92EA85FE4C537400227D,Support / Customer Escalation,1,False
01KQ94C2B8B9B4668F3D3491,Reliability / Incidents / Outages,6,True
01KQ94C2B8B9B4668F3D3491,Customer Retention / Renewal / Commercial Risk,4,False
01KQ94C2B8B9B4668F3D3491,Compliance / Audit / Security Assurance,1,False
01KQ94C2B8B9B4668F3D3491,Support / Customer Escalation,2,False
01KQ94C2B8B9B4668F3D3491,Product Feedback / Feature Gaps / Roadmap,1,False
01KQ9772B2348F500FB09D1E,Reliability / Incidents / Outages,3,True
01KQ9772B2348F500FB09D1E,Identity / Access / Security Controls,3,False
01KQ9772B2348F500FB09D1E,Implementation / Onboarding / Adoption,1,False
01KQ9772B2348F500FB09D1E,Support / Customer Escalation,2,False
01KQ9772B2348F500FB09D1E,Customer Retention / Renewal / Commercial Risk,2,False
01KQ9A6BE09D73A9BB5798C7,Product Feedback / Feature Gaps / Roadmap,11,True
01KQ9A6BE09D73A9BB5798C7,Compliance / Audit / Security Assurance,5,False
01KQ9A6BE09D73A9BB5798C7,Identity / Access / Security Controls,2,False
01KQ9A6BE09D73A9BB5798C7,Support / Customer Escalation,2,False
01KQ9BB82FD97C9607D57E90,Implementation / Onboarding / Adoption,4,True
01KQ9BB82FD97C9607D57E90,Reliability / Incidents / Outages,2,False
01KQ9BB82FD97C9607D57E90,Compliance / Audit / Security Assurance,4,False
01KQ9BB82FD97C9607D57E90,Customer Retention / Renewal / Commercial Risk,2,False
01KQ9BB82FD97C9607D57E90,Product Feedback / Feature Gaps / Roadmap,2,False
01KQ9BB82FD97C9607D57E90,Identity / Access / Security Controls,1,False
01KQ9BB82FD97C9607D57E90,Support / Customer Escalation,1,False
01KQ9BCA1794C9472726FFAD,Product Feedback / Feature Gaps / Roadmap,6,True
01KQ9BCA1794C9472726FFAD,Compliance / Audit / Security Assurance,2,False
01KQ9BCA1794C9472726FFAD,Implementation / Onboarding / Adoption,1,False
01KQ9BCA1794C9472726FFAD,Reliability / Incidents / Outages,1,False
01KQ9BCA1794C9472726FFAD,Support / Customer Escalation,1,False
01KQA0F0BE68E74D66EB4171,Customer Retention / Renewal / Commercial Risk,3,True
01KQA0F0BE68E74D66EB4171,Reliability / Incidents / Outages,3,False
01KQA0F0BE68E74D66EB4171,Product Feedback / Feature Gaps / Roadmap,2,False
01KQA0F0BE68E74D66EB4171,Compliance / Audit / Security Assurance,1,False
01KQA0F0BE68E74D66EB4171,Support / Customer Escalation,1,False
01KQA1AFDC1306A000B0C7D9,Compliance / Audit / Security Assurance,4,True
01KQA1AFDC1306A000B0C7D9,Reliability / Incidents / Outages,2,False
01KQA1AFDC1306A000B0C7D9,Customer Retention / Renewal / Commercial Risk,4,False
01KQA1AFDC1306A000B0C7D9,Implementation / Onboarding / Adoption,2,False
01KQA1AFDC1306A000B0C7D9,Product Feedback / Feature Gaps / Roadmap,2,False
01KQA502E222E2A60330237B,Customer Retention / Renewal / Commercial Risk,2,True
01KQA502E222E2A60330237B,Compliance / Audit / Security Assurance,1,False
01KQA502E222E2A60330237B,Reliability / Incidents / Outages,1,False
01KQA502E222E2A60330237B,Product Feedback / Feature Gaps / Roadmap,1,False
01KQA7DFCE1285F52192B34B,Reliability / Incidents / Outages,4,False
01KQA7DFCE1285F52192B34B,Support / Customer Escalation,5,True
01KQA7DFCE1285F52192B34B,Customer Retention / Renewal / Commercial Risk,2,False
01KQA7DFCE1285F52192B34B,Product Feedback / Feature Gaps / Roadmap,1,False
01KQAC572C34475A8791F2C3,Internal Engineering / Planning / Execution,5,True
01KQAC572C34475A8791F2C3,Product Feedback / Feature Gaps / Roadmap,5,False
01KQAC572C34475A8791F2C3,Implementation / Onboarding / Adoption,2,False
01KQAC572C34475A8791F2C3,Reliability / Incidents / Outages,2,False
01KQAC572C34475A8791F2C3,Support / Customer Escalation,1,False
01KQADC32D89E2B76B698E84,Reliability / Incidents / Outages,3,False
01KQADC32D89E2B76B698E84,Identity / Access / Security Controls,6,True
01KQADC32D89E2B76B698E84,Implementation / Onboarding / Adoption,2,False
01KQADC32D89E2B76B698E84,Support / Customer Escalation,3,False
01KQADC32D89E2B76B698E84,Customer Retention / Renewal / Commercial Risk,2,False
01KQADF3D76E82BF8BA19AF2,Product Feedback / Feature Gaps / Roadmap,3,False
01KQADF3D76E82BF8BA19AF2,Internal Engineering / Planning / Execution,2,False
01KQADF3D76E82BF8BA19AF2,Customer Retention / Renewal / Commercial Risk,4,True
01KQADF3D76E82BF8BA19AF2,Reliability / Incidents / Outages,1,False
